MSG_JOB_NAME_01	戰士
MSG_MON_ATK_15	石化瓦斯
MSG_MON_ATK_16	精神衝擊
MSG_MON_ATK_17	毒瓦斯
MSG_MON_ATK_18	閃電
MSG_MON_ATK_19	即死瓦斯
MSG_MON_ATK_20	鼻息
MSG_MON_ATK_21	核攻擊
MSG_MON_ATK_22	噴墨
MSG_MON_ATK_23	毒針
MSG_MON_ATK_24	凝視
MSG_MON_ATK_25	海嘯
MSG_MON_ATK_26	龍捲風
MSG_LOCATION_STICK	(AREA_NAME)　(MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	世界地圖
MSG_MAP_NAME_02	精靈城
MSG_MAP_NAME_03	精靈鎮
MSG_MAP_NAME_04	昂拉克鎮
MSG_MAP_NAME_05	蓋亞鎮
MSG_MAP_NAME_06	駝商
MSG_MAP_NAME_07	新月湖鎮
MSG_MAP_NAME_08	科內利亞城
MSG_MAP_NAME_09	科內利亞鎮
MSG_MAP_NAME_10	西城
MSG_MAP_NAME_11	普拉博卡港口鎮
MSG_MAP_NAME_12	梅爾蒙德鎮
MSG_MAP_NAME_13	魯飛因人的鎮
MSG_MAP_NAME_14	地之洞窟
MSG_MAP_NAME_15	混沌神殿
MSG_MAP_NAME_16	巨人洞窟
MSG_MAP_NAME_17	格魯格火山
MSG_MAP_NAME_18	賢者洞窟
MSG_MAP_NAME_19	冰之洞窟
MSG_MAP_NAME_20	試煉城
MSG_MAP_NAME_21	瀑布後的洞窟
MSG_MAP_NAME_22	巨龍洞窟
MSG_MAP_NAME_23	矮人洞穴
MSG_MAP_NAME_24	沼澤洞窟
MSG_MAP_NAME_25	瑪托雅的洞穴
MSG_MAP_NAME_26	幻象塔
MSG_MAP_NAME_27	海底神殿
MSG_MAP_NAME_28	浮游城
MSGARA_NAME_01	Ｂ１
MSGARA_NAME_02	Ｂ２
MSGARA_NAME_03	Ｂ３
MSGARA_NAME_04	Ｂ４
MSGARA_NAME_05	Ｂ５
MSGARA_NAME_06	１Ｆ
MSGARA_NAME_07	２Ｆ
MSGARA_NAME_08	３Ｆ
MSGARA_NAME_09	４Ｆ
MSGARA_NAME_10	５Ｆ
MSGARA_NAME_11	旅店
MSGARA_NAME_12	武器店
MSGARA_NAME_13	防具店
MSGARA_NAME_14	道具店
MSGARA_NAME_15	白魔法店
MSGARA_NAME_16	黑魔法店
MSG_NAME_LIST_01	安格斯
MSG_NAME_LIST_02	安迪
MSG_NAME_LIST_03	艾登
MSG_NAME_LIST_04	艾瑞爾
MSG_NAME_LIST_05	格蘭茨
MSG_NAME_LIST_06	克萊爾
MSG_NAME_LIST_07	凱利
MSG_NAME_LIST_08	科拉多
MSG_NAME_LIST_09	席琳娜
MSG_NAME_LIST_10	弗蘭克
MSG_NAME_LIST_11	摩根
MSG_NAME_LIST_12	尤貝爾
MSG_NAME_LIST_13	萊利
MSG_NAME_LIST_14	利科
MSG_NAME_LIST_15	盧卡斯
MSG_NAME_LIST_16	路克
MSG_NAME_LIST_17	雷伊
MSG_NAME_LIST_18	雷昂
MSG_NAME_LIST_19	羅賓
MSG_NAME_LIST_20	羅倫茲
MSG_SYSTEM_001	關閉
MSG_SYSTEM_002	返回
MSG_SYSTEM_003	是
MSG_SYSTEM_004	否
MSG_SYSTEM_010	/
MSG_SYSTEM_011	：
MSG_SYSTEM_015	×
MSG_SYSTEM_017	沒有效果
MSG_SYSTEM_018	逃跑了
MSG_SYSTEM_019	無法逃跑！
MSG_SYSTEM_020	先發制人的機會！
MSG_SYSTEM_021	怪物先發制人！
MSG_SYSTEM_022	隊伍全滅了……
MSG_SYSTEM_023	獲得ＧＩＬ
MSG_SYSTEM_024	獲得經驗值
MSG_SYSTEM_025	獲得道具
MSG_SYSTEM_026	繼續
MSG_SYSTEM_027	結束
MSG_SYSTEM_028	LEVEL UP
MSG_SYSTEM_029	攻擊
MSG_SYSTEM_030	防禦
MSG_SYSTEM_031	裝備
MSG_SYSTEM_032	逃跑
MSG_SYSTEM_033	石化
MSG_SYSTEM_034	中毒
MSG_SYSTEM_035	失明
MSG_SYSTEM_036	麻痹
MSG_SYSTEM_037	睡眠
MSG_SYSTEM_038	沉默
MSG_SYSTEM_039	無法戰鬥
MSG_SYSTEM_040	失誤！
MSG_SYSTEM_041	HIT
MSG_SYSTEM_288	HIT
MSG_SYSTEM_042	道具
MSG_SYSTEM_043	魔法
MSG_SYSTEM_044	裝備
MSG_SYSTEM_045	狀態
MSG_SYSTEM_046	隊形
MSG_SYSTEM_047	設定
MSG_SYSTEM_048	中斷
MSG_SYSTEM_049	保存
MSG_SYSTEM_050	ＧＩＬ
MSG_SYSTEM_051	時間
MSG_SYSTEM_052	ＬＶ
MSG_SYSTEM_053	ＨＰ
MSG_SYSTEM_283	ＭＰ
MSG_SYSTEM_054	貴重物品
MSG_SYSTEM_055	整頓
MSG_SYSTEM_056	使用
MSG_SYSTEM_057	(STATUS_NAME)＋(VALUE_NUM)
MSG_SYSTEM_058	(STATUS_NAME)－(VALUE_NUM)
MSG_SYSTEM_059	(FULL_SPACE)
MSG_SYSTEM_060	當前沒有任何道具。
MSG_SYSTEM_061	當前沒有任何貴重物品。
MSG_SYSTEM_293	當前沒有能在戰鬥中使用的道具。
MSG_SYSTEM_279	當前沒有適合這件裝備的角色。
MSG_SYSTEM_063	遺忘
MSG_SYSTEM_064	將會遺忘所選的魔法。\n確定嗎？
MSG_SYSTEM_065	無法使用魔法。
MSG_SYSTEM_066	最強裝備
MSG_SYSTEM_067	卸除
MSG_SYSTEM_068	全部卸除
MSG_SYSTEM_069	空手
MSG_SYSTEM_070	無
MSG_SYSTEM_071	武器
MSG_SYSTEM_072	盾牌
MSG_SYSTEM_073	頭部
MSG_SYSTEM_074	身體
MSG_SYSTEM_075	手臂
MSG_SYSTEM_077	經驗值
MSG_SYSTEM_078	升級所需：
MSG_SYSTEM_079	力量
MSG_SYSTEM_080	敏捷
MSG_SYSTEM_081	智力
MSG_SYSTEM_082	體力
MSG_SYSTEM_083	幸運
MSG_SYSTEM_084	攻擊力
MSG_SYSTEM_085	命中率
MSG_SYSTEM_086	防禦力
MSG_SYSTEM_087	閃避率
MSG_SYSTEM_088	指令
MSG_SYSTEM_089	保存資料
MSG_SYSTEM_091	空
MSG_SYSTEM_298	yyyy/MM/dd　H:mm
MSG_SYSTEM_093	要對誰使用？
MSG_SYSTEM_094	我方全體
MSG_SYSTEM_095	我方單體
MSG_SYSTEM_096	敵方全體
MSG_SYSTEM_097	敵方單體
MSG_SYSTEM_098	全體
MSG_SYSTEM_099	操作說明
MSG_SYSTEM_100	切換指令
MSG_SYSTEM_101	更換裝備
MSG_SYSTEM_102	選擇道具
MSG_SYSTEM_103	選擇
MSG_SYSTEM_104	上一頁/下一頁
MSG_SYSTEM_105	關閉選單
MSG_SYSTEM_106	取消
MSG_SYSTEM_107	切換說明
MSG_SYSTEM_362	跳下
MSG_SYSTEM_285	擴大
MSG_SYSTEM_286	縮小
MSG_SYSTEM_287	移動
MSG_SYSTEM_108	手動
MSG_SYSTEM_299	武器
MSG_SYSTEM_109	防具
MSG_SYSTEM_110	名字
MSG_SYSTEM_111	自己選擇道具進行排列。
MSG_SYSTEM_112	按消費道具在前的順序進行自動排列。
MSG_SYSTEM_113	按武器在前的順序進行自動排列。
MSG_SYSTEM_114	按防具在前的順序進行自動排列。
MSG_SYSTEM_115	按道具的發音順序進行自動排列。
MSG_SYSTEM_116	暫停/重開
MSG_SYSTEM_118	選擇敵方時：切換全體/單體
MSG_SYSTEM_119	選擇我方時：切換全體/單體
MSG_SYSTEM_120	選擇列表時：上一頁
MSG_SYSTEM_121	選擇列表時：下一頁
MSG_SYSTEM_123	開始/結束自動戰鬥
MSG_SYSTEM_124	暫停/重開
MSG_SYSTEM_126	返回/取消
MSG_SYSTEM_127	從選擇道具切換到更換裝備
MSG_SYSTEM_128	從更換裝備切換到選擇道具
MSG_SYSTEM_129	從選擇單體對象切換到選擇全體對象
MSG_SYSTEM_130	從選擇全體對象切換到選擇單體對象
MSG_SYSTEM_131	返回初期設定
MSG_SYSTEM_133	變更
MSG_SYSTEM_134	嗨！歡迎！
MSG_SYSTEM_139	您要買多少？
MSG_SYSTEM_142	您要賣多少？
MSG_SYSTEM_143	多謝惠顧！
MSG_SYSTEM_144	您要學什麼魔法？
MSG_SYSTEM_150	非常感謝。
MSG_SYSTEM_155	要忘記(FG_MAGC_N)来學習(LE_MAGC_N)嗎？
MSG_SYSTEM_156	要學習(MAGC_N)嗎？
MSG_SYSTEM_157	要買這個魔法嗎？
MSG_SYSTEM_158	武器店
MSG_SYSTEM_159	防具店
MSG_SYSTEM_160	道具店
MSG_SYSTEM_161	白魔法店
MSG_SYSTEM_162	黑魔法店
MSG_SYSTEM_337	駝商
MSG_SYSTEM_163	價格
MSG_SYSTEM_164	購買數
MSG_SYSTEM_165	出售數
MSG_SYSTEM_166	合計
MSG_SYSTEM_167	ＬＶ(MAGC_L)的魔法
MSG_SYSTEM_168	無法學習
MSG_SYSTEM_169	已經掌握
MSG_SYSTEM_171	買入
MSG_SYSTEM_172	賣出
MSG_SYSTEM_173	離開
MSG_SYSTEM_174	持有數
MSG_SYSTEM_175	裝備數
MSG_SYSTEM_176	重量
MSG_SYSTEM_177	新遊戲
MSG_SYSTEM_178	載入資料
MSG_SYSTEM_179	TAP TO START
MSG_SYSTEM_180	PRESS ANY BUTTON
MSG_SYSTEM_181	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_183	請確定名字與職業。
MSG_SYSTEM_184	確定
MSG_SYSTEM_185	完成
MSG_SYSTEM_187	名字還沒有全確定。
MSG_SYSTEM_188	以這個隊伍開始嗎？
MSG_SYSTEM_190	請確定職業。
MSG_SYSTEM_191	請確定名字。
MSG_SYSTEM_281	※最多為全形６個字或半形１２個字
MSG_SYSTEM_192	要使用這個名字嗎？
MSG_SYSTEM_193	隨機輸入
MSG_SYSTEM_195	※特殊字元有可能無法正確顯示
MSG_SYSTEM_196	即將返回標題畫面。\n確定要放棄設定好的內容嗎？
MSG_SYSTEM_197	職業
MSG_SYSTEM_198	變更職業。
MSG_SYSTEM_199	變更名字。
MSG_SYSTEM_200	特典
MSG_SYSTEM_201	選項
MSG_SYSTEM_202	怪物圖鑒
MSG_SYSTEM_203	音樂播放器
MSG_SYSTEM_206	隱私政策
MSG_SYSTEM_207	LICENSE
MSG_SYSTEM_282	畫廊
MSG_SYSTEM_208	寶箱
MSG_SYSTEM_209	道具
MSG_SYSTEM_210	通知
MSG_SYSTEM_284	觸摸移動模式
MSG_SYSTEM_212	保存完成
MSG_SYSTEM_213	要覆蓋已有保存資料嗎？
MSG_SYSTEM_289	保存資料已損壞。
MSG_SYSTEM_290	保存失敗。
MSG_SYSTEM_215	自動保存
MSG_SYSTEM_216	中斷保存資料
MSG_SYSTEM_295	通關資料
MSG_SYSTEM_217	要保存當前狀態嗎？
MSG_SYSTEM_218	中斷資料保存完成。
MSG_SYSTEM_291	中斷資料已損壞。
MSG_SYSTEM_292	中斷保存失敗。
MSG_SYSTEM_370	遊玩遊戲所需空間不足。\n請刪除多餘資料留出足夠的空間。
MSG_SYSTEM_219	要載入此資料嗎？
MSG_SYSTEM_220	要保存通關進度嗎？
MSG_SYSTEM_221	※以最終戰之前的狀態儲存進度。
MSG_SYSTEM_222	保存完成。\n返回標題畫面嗎？
MSG_SYSTEM_223	未保存通關進度。\n確定要返回標題畫面嗎？
MSG_SYSTEM_228	現在位置
MSG_SYSTEM_229	船
MSG_SYSTEM_230	飛空艇
MSG_SYSTEM_335	要從最新的保存資料開始嗎？
MSG_CFG_INF_01	系統
MSG_CFG_INF_02	記憶游標位置
MSG_CFG_INF_03	保持自動戰鬥
MSG_CFG_INF_05	語言設定
MSG_CFG_INF_06	返回標題畫面
MSG_CFG_INF_07	結束遊戲
MSG_CFG_INF_93	畫面設定
MSG_CFG_INF_09	畫面模式
MSG_CFG_INF_94	解析度
MSG_CFG_INF_153	圖像顯示
MSG_CFG_INF_10	色覺輔助
MSG_CFG_INF_11	亮度設定
MSG_CFG_INF_12	聲音
MSG_CFG_INF_13	總音量
MSG_CFG_INF_14	音樂音量
MSG_CFG_INF_15	音效音量
MSG_CFG_INF_95	設定是否保持上一次游標的位置。
MSG_CFG_INF_96	設定下次戰鬥是否保持自動戰鬥狀態。
MSG_CFG_INF_98	設定色覺協助工具。
MSG_CFG_INF_99	設定畫面的亮度。
MSG_CFG_INF_100	設定遊戲的整體音量。
MSG_CFG_INF_101	設定背景音樂的音量。
MSG_CFG_INF_102	設定音效的音量。
MSG_CFG_INF_104	設定遊戲手柄的按鍵。
MSG_CFG_INF_105	設定鍵盤的按鍵。
MSG_CFG_INF_106	返回標題畫面。將會廢棄沒有保存的資料。
MSG_CFG_INF_107	結束遊戲。將會廢棄沒有保存的資料。
MSG_CFG_INF_108	將遊戲手柄的按鍵恢復為初期設定。
MSG_CFG_INF_109	將鍵盤的按鍵恢復為初期設定。
MSG_CFG_INF_158	可以設定畫面圖像的查看方式。
MSG_CFG_INF_18	手柄設定
MSG_CFG_INF_19	確定
MSG_CFG_INF_21	打開/關閉選單
MSG_CFG_INF_23	上一頁
MSG_CFG_INF_24	下一頁
MSG_CFG_INF_25	切換顯示角色（向左）
MSG_CFG_INF_26	切換顯示角色（向右）
MSG_CFG_INF_28	鍵盤設定
MSG_CFG_INF_29	向上移動
MSG_CFG_INF_30	向下移動
MSG_CFG_INF_31	向左移動
MSG_CFG_INF_32	向右移動
MSG_CFG_INF_135	鍵盤
MSG_CFG_INF_136	滑鼠
MSG_CFG_INF_33	遊戲手柄操作方法
MSG_CFG_INF_110	奔跑（按住移動）
MSG_CFG_INF_113	開啟/關閉自動戰鬥
MSG_CFG_INF_114	打開/關閉地圖
MSG_CFG_INF_115	開啟/關閉小地圖
MSG_CFG_INF_148	暫停（戰鬥中）
MSG_CFG_INF_34	鍵盤操作方法
MSG_CFG_INF_116	頁面滾動條
MSG_CFG_INF_117	大地圖畫面
MSG_CFG_INF_118	打開選單
MSG_CFG_INF_119	打開地圖
MSG_CFG_INF_120	切換移動模式
MSG_CFG_INF_121	對話
MSG_CFG_INF_137	調查
MSG_CFG_INF_123	戰鬥畫面
MSG_CFG_INF_35	大地圖畫面UI的顯示位置
MSG_CFG_INF_37	移動手柄的顯示位置
MSG_CFG_INF_38	選單畫面UI的顯示位置
MSG_CFG_INF_39	選單指令的顯示位置
MSG_CFG_INF_40	戰鬥畫面UI的顯示位置
MSG_CFG_INF_41	戰鬥指令的顯示位置
MSG_CFG_INF_154	圖像設置
MSG_CFG_INF_42	操作方法確認
MSG_CFG_INF_43	ＯＮ
MSG_CFG_INF_44	ＯＦＦ
MSG_CFG_INF_45	左
MSG_CFG_INF_46	右
MSG_CFG_INF_156	通常
MSG_CFG_INF_157	模擬
MSG_CFG_INF_48	慢
MSG_CFG_INF_49	較慢
MSG_CFG_INF_50	標準
MSG_CFG_INF_51	較快
MSG_CFG_INF_52	快
MSG_CFG_INF_129	語言
MSG_CFG_INF_53	日本語（日文）
MSG_CFG_INF_54	English（英文）
MSG_CFG_INF_55	Français（法文）
MSG_CFG_INF_56	Italiano（義大利文）
MSG_CFG_INF_57	Deutsch（德文）
MSG_CFG_INF_58	Español（西班牙文）
MSG_CFG_INF_59	한국어（韓文）
MSG_CFG_INF_60	繁體中文
MSG_CFG_INF_61	简体中文
MSG_CFG_INF_62	русский（俄文）
MSG_CFG_INF_63	ภาษาไทย（泰文）
MSG_CFG_INF_64	Português brasileiro（巴西葡萄牙文）
MSG_CFG_INF_66	全屏
MSG_CFG_INF_67	視窗
MSG_CFG_INF_68	無框視窗
MSG_CFG_INF_69	無
MSG_CFG_INF_70	１型
MSG_CFG_INF_71	２型
MSG_CFG_INF_72	３型
MSG_CFG_INF_76	要切換到所選語言嗎？
MSG_CFG_INF_130	※切換後將重新啟動遊戲
MSG_CFG_INF_78	要切換到所選畫面設定嗎？
MSG_CFG_INF_89	返回標題畫面。
MSG_CFG_INF_131	將會廢棄沒有保存的記錄。
MSG_CFG_INF_132	可以嗎？
MSG_CFG_INF_155	請選擇設定語言。
MSG_SYSTEM_231	結束遊戲。
MSG_SYSTEM_232	將會自動保存當前狀態。\n要結束遊戲嗎？
MSG_SYSTEM_234	？？？？？？？？
MSG_SYSTEM_235	魔法防禦
MSG_SYSTEM_238	弱點
MSG_SYSTEM_239	無
MSG_SYSTEM_240	火
MSG_SYSTEM_241	冰
MSG_SYSTEM_242	雷
MSG_SYSTEM_243	淨化系
MSG_SYSTEM_245	精神
MSG_SYSTEM_247	大地
MSG_SYSTEM_248	時空
MSG_SYSTEM_301	即死
MSG_SYSTEM_302	中毒
MSG_SYSTEM_336	混亂
MSG_SYSTEM_249	已打倒的數量
MSG_SYSTEM_250	遭遇的怪物
MSG_SYSTEM_304	開啟地圖
MSG_SYSTEM_305	高速移動
MSG_SYSTEM_357	滾動
MSG_SYSTEM_306	切換顯示
MSG_SYSTEM_358	切換地圖
MSG_SYSTEM_307	確認
MSG_SYSTEM_308	出現位置
MSG_SYSTEM_309	耐性
MSG_SYSTEM_310	種族
MSG_SYSTEM_311	再生系
MSG_SYSTEM_312	魔法師
MSG_SYSTEM_313	水生種
MSG_SYSTEM_314	獸系
MSG_SYSTEM_315	不死系
MSG_SYSTEM_316	巨人族
MSG_SYSTEM_317	飛龍種
MSG_SYSTEM_318	魔法生物
MSG_SYSTEM_319	請選擇想要觀賞的圖像。
MSG_SYSTEM_320	關閉窗口
MSG_SYSTEM_321	AR戰鬥
MSG_SYSTEM_361	ＡＲ模式
MSG_SYSTEM_322	打開攝像頭
MSG_SYSTEM_323	關閉攝像頭
MSG_SYSTEM_324	切換編成
MSG_SYSTEM_325	開始戰鬥
MSG_SYSTEM_326	關閉UI
MSG_SYSTEM_327	允許在FINAL FANTASY中拍照嗎？
MSG_SYSTEM_328	允許
MSG_SYSTEM_329	不允許
MSG_SYSTEM_355	要結束AR戰鬥嗎？
MSG_SYSTEM_367	此應用通過ＡＲ機能使用照相機。\n請允許接入照相機。
MSG_SYSTEM_368	目前此應用尚未允許\n接入照相機。\n為了方便使用ＡＲ機能，\n請允許接入照相機。
MSG_SYSTEM_369	之後想要進行設定時，\n請通過終端的設定畫面，\n允許此應用接入照相機。
MSG_SYSTEM_371	反映在照相機中的畫面將作為戰鬥背景使用。
MSG_SYSTEM_330	請選擇想要播放的樂曲。
MSG_SYSTEM_331	播放
MSG_SYSTEM_332	停止
MSG_SYSTEM_333	開啟連續播放
MSG_SYSTEM_334	關閉連續播放
MSG_SYSTEM_359	連續播放
MSG_SYSTEM_251	想玩數字拼圖遊戲嗎？
MSG_SYSTEM_252	離開
MSG_SYSTEM_266	要離開拼圖遊戲嗎？
MSG_SYSTEM_300	要繼續拼圖遊戲嗎？
MSG_PC_KEY_CONFIG_01	BackSpace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift(L)
MSG_PC_KEY_CONFIG_04	Shift(R)
MSG_PC_KEY_CONFIG_05	Alt(L)
MSG_PC_KEY_CONFIG_06	Alt(R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Space
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	ScrollLock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_338	雲保存
MSG_SYSTEM_339	上傳
MSG_SYSTEM_340	下載
MSG_SYSTEM_341	遊戲內的保存資料
MSG_SYSTEM_342	雲端上的保存資料
MSG_SYSTEM_356	詳情
MSG_SYSTEM_343	可以將保存資料備份到雲端上。
MSG_SYSTEM_344	將遊戲內的所有保存資料\n上傳（覆蓋）到雲端上。
MSG_SYSTEM_345	將雲端上的所有保存資料\n下載（覆蓋）到遊戲內。
MSG_SYSTEM_346	將所有保存資料上傳到雲端上。
MSG_SYSTEM_347	雲端上的所有保存資料將被覆蓋。
MSG_SYSTEM_348	向雲端上傳完成。
MSG_SYSTEM_349	向雲端上傳失敗。
MSG_SYSTEM_350	請確認連接狀態。
MSG_SYSTEM_351	將從雲端上下載所有保存資料。
MSG_SYSTEM_352	遊戲內的所有保存資料將被覆蓋。
MSG_SYSTEM_353	從雲端下載完成。
MSG_SYSTEM_354	從雲端下載失敗。
MSG_SYSTEM_363	同步中……
MSG_SYSTEM_364	同步失敗。
MSG_SYSTEM_365	通信失敗。
MSG_SYSTEM_366	重試
MSG_SYSTEM_360	Now Loading…
MSG_SYSTEM_372	許可認證失敗。\n即將結束程序。
MSG_SYSTEM_373	請確認網絡狀況和終端設定，\n重新啟動程序。

